IDX,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_ANNUITY,AMT_CREDIT,DAYS_BIRTH,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,TARGET
361,M,N,N,90000,16735.5,299772,-22616,Secondary / secondary special,,0
362,M,N,Y,144000,28570.5,360000,-13174,Secondary / secondary special,Laborers,0
363,F,N,Y,135000,30339,765000,-22155,Secondary / secondary special,Cleaning staff,0
364,F,N,Y,76500,12375,247500,-10159,Higher education,Sales staff,0
365,M,Y,Y,270000,44671.5,485640,-11759,Secondary / secondary special,Laborers,0
366,M,N,Y,180000,29389.5,1005120,-18427,Secondary / secondary special,Security staff,1
367,M,N,Y,135000,36864,1256400,-15473,Secondary / secondary special,Laborers,0
368,M,N,Y,112500,39190.5,765000,-16751,Secondary / secondary special,,0
369,F,N,N,135000,25537.5,545040,-11941,Secondary / secondary special,Core staff,1
370,F,N,Y,180000,36652.5,1105083,-20339,Secondary / secondary special,,0
371,F,N,Y,135000,26640,258709.5,-21226,Higher education,,0
372,M,Y,Y,135000,12573,330048,-12257,Higher education,Managers,0
373,F,N,Y,135000,35392.5,1206000,-16799,Secondary / secondary special,Laborers,0
374,F,Y,N,90000,6889.5,135000,-16285,Secondary / secondary special,Cooking staff,0
375,F,N,Y,121500,21721.5,509602.5,-22645,Secondary / secondary special,,0
376,F,Y,N,58500,40221,550980,-19606,Secondary / secondary special,,0
377,F,N,Y,135000,10125,202500,-14215,Secondary / secondary special,Cleaning staff,0
378,F,N,Y,211500,70083,1042515,-15787,Secondary / secondary special,Cooking staff,0
379,F,N,Y,121500,26464.5,333337.5,-11800,Secondary / secondary special,Core staff,0
380,F,N,Y,180000,25816.5,263686.5,-18852,Secondary / secondary special,Accountants,0
381,M,N,N,180000,34564.5,305640,-8649,Higher education,,0
382,F,N,Y,157500,37800,1288350,-23300,Secondary / secondary special,,0
383,F,N,Y,117000,38803.5,757413,-12908,Secondary / secondary special,Security staff,0
384,F,Y,Y,202500,21285,312768,-11373,Lower secondary,,1
385,F,Y,Y,202500,42457.5,1182051,-14460,Secondary / secondary special,Sales staff,0
386,M,Y,Y,90000,15997.5,202500,-16089,Secondary / secondary special,,0
387,F,N,Y,202500,51948,1223010,-18273,Higher education,Managers,0
388,F,N,Y,180000,54801,1345500,-15954,Secondary / secondary special,,0
389,F,Y,N,225000,51745.5,971280,-10785,Higher education,Accountants,0
390,F,N,Y,90000,41935.5,787131,-13504,Secondary / secondary special,Medicine staff,0
391,M,Y,N,144000,30703.5,679500,-20719,Secondary / secondary special,Drivers,0
392,F,N,N,157500,16956,540000,-14889,Secondary / secondary special,Core staff,0
393,M,N,Y,135000,20727,560664,-13613,Secondary / secondary special,,0
394,M,N,Y,225000,35392.5,521280,-16595,Secondary / secondary special,Drivers,0
395,F,N,N,225000,20250,405000,-10621,Secondary / secondary special,Core staff,0
396,F,Y,Y,90000,20889,406597.5,-12460,Higher education,Sales staff,1
397,F,N,Y,157500,35937,592560,-8938,Higher education,Sales staff,1
398,M,Y,Y,112500,25132.5,447768,-20454,Secondary / secondary special,Laborers,0
399,M,Y,Y,202500,17419.5,258709.5,-16701,Secondary / secondary special,Managers,0
400,F,Y,Y,112500,28233,961146,-15036,Secondary / secondary special,Sales staff,0
401,F,N,N,60750,19777.5,182448,-9776,Secondary / secondary special,Sales staff,0
402,F,N,Y,76500,21748.5,203760,-18280,Secondary / secondary special,Laborers,0
403,F,Y,Y,117000,23728.5,657000,-23113,Secondary / secondary special,Accountants,0
404,M,N,Y,270000,25191,857169,-17735,Incomplete higher,Laborers,1
405,M,Y,Y,144000,51543,1006920,-9444,Higher education,High skill tech staff,0
406,F,N,Y,72000,16722,343800,-16064,Secondary / secondary special,,0
407,M,N,Y,115200,10939.5,161730,-19309,Lower secondary,,0
408,F,Y,Y,202500,17073,331834.5,-14209,Higher education,Core staff,0
409,F,Y,Y,225000,33754.5,313438.5,-13436,Secondary / secondary special,Core staff,0
410,F,N,Y,81000,21406.5,659610,-17329,Secondary / secondary special,Accountants,0
411,F,N,Y,90000,32337,760225.5,-22518,Secondary / secondary special,,0
412,F,Y,Y,135000,32274,592560,-14160,Secondary / secondary special,Core staff,0
413,F,Y,Y,121500,13500,270000,-17209,Incomplete higher,,0
414,F,Y,N,225000,25785,390960,-9895,Higher education,Secretaries,0
415,M,N,Y,202500,43528.5,550980,-12214,Secondary / secondary special,,1
416,F,Y,Y,220500,20524.5,697500,-11305,Secondary / secondary special,,0
417,M,Y,Y,180000,10296,225000,-10573,Higher education,Sales staff,0
418,M,Y,Y,180000,9756,147888,-10956,Higher education,Laborers,0
419,F,N,Y,135000,11250,225000,-23335,Lower secondary,,0
420,M,Y,Y,225000,24592.5,508495.5,-10920,Secondary / secondary special,Laborers,0
421,F,N,Y,117000,9000,180000,-20123,Secondary / secondary special,,0
422,F,N,Y,270000,28876.5,9.00E+05,-22493,Secondary / secondary special,Cleaning staff,0
423,F,N,N,225000,24732,453514.5,-9018,Higher education,Sales staff,0
424,F,Y,Y,135000,30204,450000,-11134,Higher education,Accountants,0
425,M,Y,N,112500,34114.5,1288350,-21212,Secondary / secondary special,Drivers,0
426,F,N,Y,67500,9000,180000,-9686,Higher education,Core staff,0
427,M,N,N,202500,28782,364896,-11357,Secondary / secondary special,High skill tech staff,0
428,F,N,Y,135000,18643.5,284400,-9585,Secondary / secondary special,Waiters/barmen staff,0
429,F,N,Y,247500,20250,405000,-16175,Higher education,,0
430,M,N,N,180000,29178,904500,-13964,Secondary / secondary special,Waiters/barmen staff,0
431,M,Y,Y,292500,15439.5,250272,-17123,Secondary / secondary special,Laborers,0
432,M,N,N,229500,31018.5,1056447,-8630,Higher education,Core staff,0
433,F,N,N,157500,16407,536917.5,-20975,Secondary / secondary special,,0
434,F,N,Y,450000,62613,790830,-13702,Secondary / secondary special,,0
435,F,Y,Y,135000,36090,848745,-20406,Higher education,Core staff,0
436,F,N,Y,135000,16735.5,167895,-19341,Secondary / secondary special,,0
437,F,N,N,112500,4846.5,45000,-9616,Secondary / secondary special,Core staff,0
438,F,N,Y,270000,36292.5,1125000,-14252,Secondary / secondary special,,0
439,F,N,N,202500,32337,760225.5,-21055,Secondary / secondary special,,0
440,F,Y,Y,157500,34636.5,1180129.5,-17859,Higher education,Sales staff,0
441,F,Y,N,207000,11034,170640,-11125,Higher education,High skill tech staff,0
442,M,N,Y,157500,17149.5,254700,-24059,Secondary / secondary special,,0
443,M,Y,N,225000,39069,485640,-15424,Secondary / secondary special,Drivers,0
444,M,Y,Y,247500,23782.5,224136,-11418,Secondary / secondary special,,0
445,F,N,Y,229500,23800.5,814041,-11032,Secondary / secondary special,Managers,0
446,M,N,N,144000,32760,1120500,-19467,Secondary / secondary special,Laborers,0
447,M,Y,Y,112500,4621.5,58500,-12127,Secondary / secondary special,Drivers,0
448,M,Y,Y,180000,19125,382500,-14539,Secondary / secondary special,,0
449,M,Y,Y,225000,26064,539100,-22579,Secondary / secondary special,,0
450,M,Y,N,135000,20146.5,369000,-8361,Higher education,Sales staff,0
451,M,Y,Y,112500,36184.5,497520,-19437,Secondary / secondary special,Drivers,0
452,F,N,Y,270000,42142.5,1436850,-13307,Higher education,Core staff,0
453,F,N,Y,103500,22828.5,229500,-13001,Secondary / secondary special,,0
454,M,N,Y,202500,13095,161730,-18707,Secondary / secondary special,Laborers,0
455,F,Y,Y,117000,25506,454500,-11041,Higher education,Accountants,0
456,F,N,Y,207000,43240.5,1017544.5,-21967,Secondary / secondary special,,0
457,F,N,Y,112500,16875,337500,-20135,Higher education,,0
458,F,N,N,90000,15916.5,544491,-18665,Secondary / secondary special,Security staff,0
459,M,Y,Y,270000,35617.5,545040,-8565,Secondary / secondary special,Laborers,0
460,F,N,N,234000,20704.5,402939,-22954,Secondary / secondary special,,0
461,M,N,N,270000,32143.5,592560,-14914,Secondary / secondary special,Cleaning staff,0
462,F,N,Y,292500,39604.5,1350000,-16643,Secondary / secondary special,Sales staff,0
463,M,Y,N,126000,27544.5,536917.5,-13515,Secondary / secondary special,Laborers,0
464,F,N,Y,135000,29871,828081,-17185,Secondary / secondary special,,0
465,F,N,Y,76500,6750,135000,-8912,Higher education,Sales staff,0
466,F,N,Y,51750,15016.5,152820,-24111,Secondary / secondary special,,0
467,F,N,Y,135000,31576.5,398016,-17871,Secondary / secondary special,Core staff,1
468,F,Y,N,135000,31419,545040,-13634,Higher education,Core staff,0
469,F,N,Y,292500,23841,734994,-17633,Secondary / secondary special,Sales staff,0
470,F,Y,Y,135000,52321.5,1024740,-11164,Incomplete higher,Core staff,1
471,F,Y,Y,225000,51543,1006920,-16801,Secondary / secondary special,Accountants,0
472,M,Y,Y,315000,46692,1174090.5,-15916,Incomplete higher,,0
473,F,N,Y,99000,23773.5,808650,-19138,Secondary / secondary special,Core staff,0
474,F,N,Y,112500,4909.5,55692,-14568,Secondary / secondary special,Sales staff,0
475,F,N,Y,135000,23962.5,562500,-14993,Secondary / secondary special,Accountants,0
476,M,Y,N,157500,14323.5,135000,-15718,Higher education,Drivers,0
477,F,Y,Y,157500,27423,521280,-10866,Higher education,,0
478,M,Y,Y,112500,39105,609898.5,-20989,Secondary / secondary special,,0
479,M,Y,Y,184500,50530.5,1363500,-8808,Secondary / secondary special,Sales staff,0
480,F,Y,Y,270000,52789.5,497520,-11453,Higher education,Managers,1
481,F,N,N,112500,13711.5,238896,-19168,Secondary / secondary special,,0
482,F,N,Y,180000,38133,9.00E+05,-21537,Secondary / secondary special,,0
483,F,N,Y,180000,29839.5,808650,-12462,Higher education,,0
484,F,N,N,135000,11488.5,225000,-9361,Higher education,,0
485,M,N,Y,270000,13500,270000,-12656,Higher education,Laborers,0
486,M,Y,N,171000,24138,517788,-21082,Lower secondary,Laborers,0
487,F,N,N,81000,21294,269550,-14410,Secondary / secondary special,,0
488,F,N,Y,72000,7353,106794,-16380,Secondary / secondary special,Core staff,0
489,M,Y,N,135000,18265.5,659610,-20231,Secondary / secondary special,Laborers,0
490,M,N,Y,135000,41935.5,1520253,-18892,Secondary / secondary special,Laborers,0
491,F,N,Y,135000,42876,1011955.5,-21259,Higher education,,0
492,F,N,Y,180000,20250,405000,-22376,Secondary / secondary special,,0
493,F,N,N,225000,34942.5,881055,-10132,Higher education,,0
494,F,N,Y,114750,11524.5,112500,-17461,Secondary / secondary special,Laborers,0
495,M,Y,Y,112500,25456.5,526491,-21438,Secondary / secondary special,Drivers,0
496,F,N,Y,90000,22500,450000,-16462,Higher education,Core staff,0
497,M,Y,Y,180000,12024,270000,-13794,Secondary / secondary special,Managers,0
498,F,N,N,202500,26487,797557.5,-16426,Higher education,Accountants,1
499,F,N,Y,81000,22635,785250,-21712,Secondary / secondary special,,0
500,M,Y,N,157500,51939,927877.5,-17730,Secondary / secondary special,Managers,0
501,F,N,N,157500,26316,9.00E+05,-17390,Secondary / secondary special,Laborers,0
502,F,N,N,112500,19867.5,679500,-19366,Secondary / secondary special,,0
503,M,Y,N,441000,36135,1256400,-13782,Higher education,High skill tech staff,0
504,F,Y,Y,90000,13500,270000,-11980,Secondary / secondary special,Accountants,0
505,F,Y,Y,121500,12375,247500,-10147,Secondary / secondary special,Laborers,0
506,F,Y,Y,81000,19476,675000,-20632,Secondary / secondary special,,0
507,F,N,Y,67500,12474,468000,-21398,Secondary / secondary special,,0
508,F,N,Y,144000,12060,255960,-18644,Secondary / secondary special,Laborers,0
509,M,Y,Y,157500,23931,814041,-11837,Secondary / secondary special,Laborers,0
510,F,N,N,148500,25065,646920,-17741,Secondary / secondary special,Managers,0
511,M,Y,Y,157500,24592.5,508495.5,-17577,Secondary / secondary special,Drivers,0
512,F,N,Y,360000,38943,1327500,-14693,Higher education,,0
513,F,N,Y,103500,6750,135000,-11429,Secondary / secondary special,Cleaning staff,0
514,F,Y,Y,171000,42205.5,993082.5,-16643,Secondary / secondary special,Sales staff,0
515,F,N,Y,180000,23796,720000,-15168,Secondary / secondary special,Sales staff,0
516,M,N,Y,391500,45234,1255680,-23738,Higher education,,0
517,M,Y,Y,270000,13500,270000,-12415,Higher education,Managers,0
518,M,N,Y,157500,56151,840258,-9495,Secondary / secondary special,Low-skill Laborers,0
519,M,N,Y,225000,23931,814041,-11370,Secondary / secondary special,Drivers,0
520,F,N,N,112500,15750,315000,-15963,Secondary / secondary special,Cooking staff,0
521,F,N,N,202500,18450,337500,-7915,Incomplete higher,Sales staff,0
522,M,N,N,90000,18634.5,215640,-18778,Secondary / secondary special,Security staff,0
523,F,N,N,157500,38551.5,1318500,-11155,Higher education,Sales staff,0
524,F,N,Y,90000,18594,306000,-14483,Secondary / secondary special,Medicine staff,0
525,M,Y,N,225000,40657.5,1256400,-19333,Secondary / secondary special,,0
526,F,N,Y,112500,31450.5,450000,-21943,Secondary / secondary special,Private service staff,0
527,F,N,Y,112500,20151,454500,-16679,Lower secondary,Core staff,0
528,F,N,N,112500,14391,132444,-10123,Secondary / secondary special,Sales staff,0
529,M,Y,Y,360000,39127.5,945000,-16586,Secondary / secondary special,Drivers,0
530,F,Y,Y,148500,48501,1223010,-18578,Secondary / secondary special,Sales staff,0
531,M,N,Y,166500,23625,225000,-12521,Secondary / secondary special,,0
532,F,Y,Y,247500,13500,270000,-11115,Higher education,Accountants,0
533,F,N,Y,72000,19039.5,526491,-13722,Secondary / secondary special,Cleaning staff,0
534,F,Y,Y,135000,38133,9.00E+05,-15964,Higher education,Core staff,0
535,M,Y,Y,202500,13500,270000,-11575,Secondary / secondary special,,0
536,M,N,Y,112500,31765.5,495000,-8262,Secondary / secondary special,Laborers,0
537,M,Y,N,225000,27130.5,497749.5,-11878,Higher education,Drivers,0
538,F,N,Y,90000,32125.5,755190,-16365,Secondary / secondary special,,0
539,F,N,N,67500,9513,168102,-24225,Secondary / secondary special,,0
540,F,N,Y,112500,9000,180000,-10856,Higher education,Core staff,0
541,F,Y,Y,135000,21780,450000,-22939,Higher education,,0
542,M,Y,N,225000,22018.5,450000,-11131,Secondary / secondary special,Laborers,0
543,M,N,N,135000,29970,640080,-12537,Secondary / secondary special,Laborers,0
544,M,Y,N,180000,39474,1350000,-15555,Secondary / secondary special,Laborers,0
545,F,N,Y,135000,14751,269550,-11346,Secondary / secondary special,Core staff,0
546,F,N,Y,180000,10849.5,284400,-18104,Higher education,,0
547,F,N,Y,360000,32125.5,755190,-19672,Secondary / secondary special,Sales staff,0
548,F,N,N,135000,34114.5,1288350,-18321,Secondary / secondary special,Laborers,0
549,F,Y,Y,540000,49167,1365192,-16013,Higher education,Managers,0
550,M,N,Y,247500,27121.5,528633,-23517,Higher education,,0
551,F,N,Y,225000,23814,810000,-20046,Higher education,Managers,0
552,F,N,N,114336,9679.5,315000,-18039,Secondary / secondary special,Managers,0
553,M,Y,N,202500,33025.5,1125000,-14116,Secondary / secondary special,Laborers,0
554,F,N,N,54000,9018,247500,-22796,Secondary / secondary special,,0
555,F,N,N,157500,21460.5,808650,-9684,Higher education,Sales staff,0
556,F,Y,Y,157500,13657.5,119925,-19531,Secondary / secondary special,Managers,0
557,F,N,Y,202500,46287,468000,-21833,Secondary / secondary special,Managers,0
558,F,N,N,157500,31653,1078200,-10143,Higher education,,0
559,M,Y,Y,135000,13500,270000,-16822,Secondary / secondary special,Drivers,0
560,M,N,Y,157500,27499.5,260640,-20188,Secondary / secondary special,,0
561,M,Y,N,315000,40675.5,728460,-23305,Secondary / secondary special,,0
562,M,N,Y,225000,27819,263686.5,-16087,Secondary / secondary special,Drivers,0
563,F,N,N,99000,19737,675000,-15489,Higher education,Core staff,0
564,F,N,N,450000,74416.5,1800000,-16038,Incomplete higher,Sales staff,0
565,M,Y,N,112500,45432,573408,-18322,Secondary / secondary special,Drivers,0
566,M,N,N,126000,12204,225000,-11041,Secondary / secondary special,,0
567,F,N,Y,112050,22977,450000,-10249,Secondary / secondary special,Sales staff,0
568,F,N,N,112500,27085.5,921861,-9512,Secondary / secondary special,High skill tech staff,1
569,F,N,Y,157500,34767,719946,-10727,Secondary / secondary special,Laborers,0
570,F,N,Y,112500,39775.5,9.00E+05,-20762,Secondary / secondary special,,0
571,F,Y,Y,337500,40320,835380,-13819,Secondary / secondary special,Accountants,0
572,F,N,N,112500,21109.5,450000,-11224,Secondary / secondary special,Laborers,0
573,M,N,N,54000,17640,360000,-12500,Secondary / secondary special,Low-skill Laborers,0
574,M,Y,N,144000,48631.5,1223010,-13353,Higher education,Core staff,0
575,F,N,Y,112500,31500,630000,-19314,Secondary / secondary special,Medicine staff,0
576,F,N,N,67500,18778.5,582228,-17305,Secondary / secondary special,Security staff,0
577,F,Y,Y,171000,44752.5,1125171,-23542,Secondary / secondary special,,0
578,F,N,Y,360000,51552,1350000,-21646,Higher education,,0
579,M,N,Y,121500,22266,457834.5,-19123,Secondary / secondary special,,1
580,F,N,Y,175500,38511,871335,-18416,Secondary / secondary special,Sales staff,0
581,M,N,N,81000,9873,130320,-18516,Secondary / secondary special,Low-skill Laborers,0
582,F,N,Y,67500,4725,45000,-16723,Secondary / secondary special,Cleaning staff,0
583,M,N,Y,162000,10480.5,153000,-18817,Secondary / secondary special,Security staff,0
584,F,N,Y,117000,32148,573408,-12503,Higher education,Core staff,0
585,F,N,N,180000,42952.5,1327500,-17170,Higher education,Managers,0
586,F,Y,Y,58500,9000,180000,-19329,Secondary / secondary special,,0
587,F,N,N,270000,26316,9.00E+05,-11177,Higher education,Managers,0
588,M,Y,Y,76500,13441.5,370629,-21333,Secondary / secondary special,Laborers,0
589,M,Y,Y,180000,22500,450000,-19705,Lower secondary,Laborers,0
590,F,N,Y,117000,33921,852088.5,-21959,Secondary / secondary special,,0
591,F,N,Y,157500,33876,1046142,-18353,Secondary / secondary special,Drivers,0
592,F,Y,Y,225000,27000,540000,-12633,Secondary / secondary special,Managers,0
593,F,N,Y,360000,29079,270000,-9396,Higher education,Managers,0
594,F,N,N,121500,20353.5,418500,-10060,Secondary / secondary special,Core staff,1
595,F,N,Y,135000,43033.5,543037.5,-10091,Higher education,,0
596,M,Y,Y,121500,30307.5,630000,-13139,Secondary / secondary special,Drivers,0
597,F,Y,Y,292500,31909.5,622413,-18789,Secondary / secondary special,Laborers,0
598,F,N,Y,85500,19359,276277.5,-23587,Secondary / secondary special,,0
599,F,Y,Y,180000,20727,573408,-21653,Secondary / secondary special,,0
600,M,N,N,112500,33214.5,418743,-12249,Secondary / secondary special,Sales staff,1
601,F,N,Y,157500,33246,497520,-12831,Secondary / secondary special,Core staff,0
602,F,N,Y,148500,27022.5,254700,-10948,Higher education,Secretaries,0
603,F,Y,Y,202500,11250,225000,-17626,Secondary / secondary special,Laborers,0
604,F,N,Y,225000,30847.5,724981.5,-14093,Secondary / secondary special,,0
605,M,Y,N,450000,64120.5,855882,-11819,Secondary / secondary special,Managers,0
606,M,Y,Y,180000,27324,450000,-12194,Secondary / secondary special,Drivers,0
